Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Adjudicaciones:ID de Adjudicación,Entrega compilada:Adjudicaciones:Valor:Monto,Entrega compilada:Adjudicaciones:Valor:Moneda,Entrega compilada:Adjudicaciones:Valor:Nombre de Moneda,Entrega compilada:Adjudicaciones:Fecha de adjudicación
ocds-dgv273-seacev3-2025-403-11,ocds-dgv273-seacev3-2025-403-11-2026-03-22T10:01:41.031774-05:00,1108083-1675188,1550325.77,PEN,Soles,2025-05-13T00:00:00-05:00
ocds-dgv273-seacev3-2025-1199-4,ocds-dgv273-seacev3-2025-1199-4-2026-03-22T10:01:40.962523-05:00,1109788-1674215,414884.73,PEN,Soles,2025-05-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-21-20,ocds-dgv273-seacev3-2025-21-20-2026-03-22T10:01:21.954336-05:00,1104454-20547002700,194061.12,PEN,Soles,2025-04-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-10231-58,ocds-dgv273-seacev3-2025-10231-58-2026-03-22T10:01:21.931647-05:00,1105511-1668773,257926.24,PEN,Soles,2025-04-22T00:00:00-05:00
ocds-dgv273-seacev3-2025-505-25,ocds-dgv273-seacev3-2025-505-25-2026-03-22T10:01:21.898681-05:00,1107934-1678318,3337964.48,PEN,Soles,2025-05-16T00:00:00-05:00
ocds-dgv273-seacev3-2025-21-36,ocds-dgv273-seacev3-2025-21-36-2026-03-22T10:01:21.859634-05:00,1111048-20485988468,16105898.61,PEN,Soles,2025-06-10T00:00:00-05:00
ocds-dgv273-seacev3-2025-21-306,ocds-dgv273-seacev3-2025-21-306-2026-03-22T10:01:11.757568-05:00,1113989-20106785288,1162500.0,USD,Dólar Norteamericano,2025-06-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-42-60,ocds-dgv273-seacev3-2025-42-60-2026-03-22T10:01:11.686663-05:00,1108014-20526424001,307141.34,PEN,Soles,2025-05-09T00:00:00-05:00
ocds-dgv273-seacev3-1177287,ocds-dgv273-seacev3-1177287-2026-03-21T10:09:59.094087-05:00,1177287-20521906732,1278504.0,PEN,Soles,2025-12-10T00:00:00-05:00
ocds-dgv273-seacev3-1134135,ocds-dgv273-seacev3-1134135-2026-03-21T10:09:58.487794-05:00,1134135-10402085008,53737.5,PEN,Soles,2025-08-01T00:00:00-05:00
ocds-dgv273-seacev3-1134135,ocds-dgv273-seacev3-1134135-2026-03-21T10:09:58.487794-05:00,1134135-20505935684,693829.0,PEN,Soles,2025-08-01T00:00:00-05:00
ocds-dgv273-seacev3-2025-1881-33,ocds-dgv273-seacev3-2025-1881-33-2026-03-21T10:09:58.425123-05:00,1112144-20607316971,776500.0,PEN,Soles,2025-05-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-406-44,ocds-dgv273-seacev3-2025-406-44-2026-03-21T10:09:47.908318-05:00,1106012-1671943,4291782.54,PEN,Soles,2025-06-05T00:00:00-05:00
ocds-dgv273-seacev3-1112605,ocds-dgv273-seacev3-1112605-2026-03-21T10:09:47.885542-05:00,1112605-20429533008,1180000.0,PEN,Soles,2025-06-25T00:00:00-05:00
ocds-dgv273-seacev3-1112605,ocds-dgv273-seacev3-1112605-2026-03-21T10:09:47.885542-05:00,1112605-20514546267,1599000.0,PEN,Soles,2025-08-19T00:00:00-05:00
ocds-dgv273-seacev3-2025-49-375,ocds-dgv273-seacev3-2025-49-375-2026-03-21T10:09:37.783826-05:00,1113043-1699917,1855265.85,PEN,Soles,2025-11-25T00:00:00-05:00
ocds-dgv273-seacev3-1134529,ocds-dgv273-seacev3-1134529-2026-03-21T10:09:27.505432-05:00,1134529-20448090958,2454750.0,PEN,Soles,2025-08-27T00:00:00-05:00
ocds-dgv273-seacev3-2025-1112-20,ocds-dgv273-seacev3-2025-1112-20-2026-03-21T10:09:16.005067-05:00,1106702-20541487710,177000.0,PEN,Soles,2025-04-23T00:00:00-05:00
ocds-dgv273-seacev3-2025-1756-40,ocds-dgv273-seacev3-2025-1756-40-2026-03-21T10:09:15.987826-05:00,1112860-1679992,1387000.0,PEN,Soles,2025-05-15T00:00:00-05:00
ocds-dgv273-seacev3-2025-2364-29,ocds-dgv273-seacev3-2025-2364-29-2026-03-21T10:09:15.971704-05:00,1108541-20101902740,525180.0,PEN,Soles,2025-10-09T00:00:00-05:00
ocds-dgv273-seacev3-2025-10195-8,ocds-dgv273-seacev3-2025-10195-8-2026-03-21T10:09:06.233428-05:00,1113385-20108629909,797500.0,PEN,Soles,2025-06-04T00:00:00-05:00
ocds-dgv273-seacev3-2025-2408-50,ocds-dgv273-seacev3-2025-2408-50-2026-03-20T10:14:07.120997-05:00,1114000-20607139271,106155.1,PEN,Soles,2025-05-21T00:00:00-05:00
ocds-dgv273-seacev3-2025-10249-253,ocds-dgv273-seacev3-2025-10249-253-2026-03-20T10:13:36.500588-05:00,1110584-20600100557,324994.0,PEN,Soles,2025-05-09T00:00:00-05:00
ocds-dgv273-seacev3-2025-10249-253,ocds-dgv273-seacev3-2025-10249-253-2026-03-20T10:13:36.500588-05:00,1110584-20610079050,131010.0,PEN,Soles,2025-05-09T00:00:00-05:00
ocds-dgv273-seacev3-2025-797-18,ocds-dgv273-seacev3-2025-797-18-2026-03-20T10:13:26.064982-05:00,1106644-20564491838,522970.0,PEN,Soles,2025-07-02T00:00:00-05:00
ocds-dgv273-seacev3-2025-33-1,ocds-dgv273-seacev3-2025-33-1-2026-03-20T10:13:15.233406-05:00,1104637-20449344261,251250.0,PEN,Soles,2025-04-11T00:00:00-05:00
ocds-dgv273-seacev3-1107650,ocds-dgv273-seacev3-1107650-2026-03-19T10:13:17.363310-05:00,1107650-20606509961,115000.0,PEN,Soles,2025-05-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-2002-24,ocds-dgv273-seacev3-2025-2002-24-2026-03-19T10:12:59.734523-05:00,1113408-1707876,11842863.55,PEN,Soles,2025-09-02T00:00:00-05:00
ocds-dgv273-seacev3-2025-10590-18,ocds-dgv273-seacev3-2025-10590-18-2026-03-18T10:12:17.140792-05:00,1111949-20600272790,57344.0,PEN,Soles,2025-04-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-1851-28,ocds-dgv273-seacev3-2025-1851-28-2026-03-18T10:12:17.124381-05:00,1110326-1676815,259030.0,PEN,Soles,2025-05-06T00:00:00-05:00
ocds-dgv273-seacev3-2025-10590-21,ocds-dgv273-seacev3-2025-10590-21-2026-03-18T10:12:17.108531-05:00,1111854-20600272790,210913.5,PEN,Soles,2025-04-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-1307-93,ocds-dgv273-seacev3-2025-1307-93-2026-03-18T10:12:07.106497-05:00,1110844-1683135,1116692.08,PEN,Soles,2025-06-23T00:00:00-05:00
ocds-dgv273-seacev3-2025-1307-93,ocds-dgv273-seacev3-2025-1307-93-2026-03-18T10:12:07.106497-05:00,1110844-20508416343,1116692.08,PEN,Soles,2025-07-24T00:00:00-05:00
ocds-dgv273-seacev3-2025-1307-102,ocds-dgv273-seacev3-2025-1307-102-2026-03-18T10:11:46.733189-05:00,1112085-1682490,892645.23,PEN,Soles,2025-07-17T00:00:00-05:00
ocds-dgv273-seacev3-2025-1307-102,ocds-dgv273-seacev3-2025-1307-102-2026-03-18T10:11:46.733189-05:00,1112085-20600319613,892645.23,PEN,Soles,2025-07-17T00:00:00-05:00
ocds-dgv273-seacev3-1131288,ocds-dgv273-seacev3-1131288-2026-03-18T10:11:36.692677-05:00,1131288-20600228413,418575.84,PEN,Soles,2025-07-07T00:00:00-05:00
ocds-dgv273-seacev3-1108515,ocds-dgv273-seacev3-1108515-2026-03-18T10:11:36.645569-05:00,1108515-1684695,4938010.56,PEN,Soles,2025-05-26T00:00:00-05:00
ocds-dgv273-seacev3-2025-10590-20,ocds-dgv273-seacev3-2025-10590-20-2026-03-18T10:11:36.629956-05:00,1111831-20600272790,1010597.0,PEN,Soles,2025-05-27T00:00:00-05:00
ocds-dgv273-seacev3-2025-2557-24,ocds-dgv273-seacev3-2025-2557-24-2026-03-18T10:11:36.591323-05:00,1114467-20461214658,128079.6,PEN,Soles,2025-05-19T00:00:00-05:00
ocds-dgv273-seacev3-2025-2557-24,ocds-dgv273-seacev3-2025-2557-24-2026-03-18T10:11:36.591323-05:00,1114467-20610951636,132480.0,PEN,Soles,2025-07-04T00:00:00-05:00
ocds-dgv273-seacev3-2025-2557-24,ocds-dgv273-seacev3-2025-2557-24-2026-03-18T10:11:36.591323-05:00,1114467-20608078330,194589.6,PEN,Soles,2025-07-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-200302-7,ocds-dgv273-seacev3-2025-200302-7-2026-03-16T12:25:14.190759-05:00,1113826-1678766,72333.0,PEN,Soles,2025-05-16T00:00:00-05:00
ocds-dgv273-seacev3-2025-200302-7,ocds-dgv273-seacev3-2025-200302-7-2026-03-16T12:25:14.190759-05:00,1113826-10414084040,90644.0,PEN,Soles,2025-06-25T00:00:00-05:00
ocds-dgv273-seacev3-2025-200302-7,ocds-dgv273-seacev3-2025-200302-7-2026-03-16T12:25:14.190759-05:00,1156580-20487759938,130104.0,PEN,Soles,2025-10-23T00:00:00-05:00
ocds-dgv273-seacev3-2025-1197-3,ocds-dgv273-seacev3-2025-1197-3-2026-03-15T10:15:30.498415-05:00,1113381-1678039,227113.61,PEN,Soles,2025-05-13T00:00:00-05:00
ocds-dgv273-seacev3-2025-425-5,ocds-dgv273-seacev3-2025-425-5-2026-03-15T10:15:30.463845-05:00,1110871-20558599813,2103568.12,PEN,Soles,2025-05-19T00:00:00-05:00
ocds-dgv273-seacev3-2025-200096-26,ocds-dgv273-seacev3-2025-200096-26-2026-03-15T10:15:20.712705-05:00,1109436-1683793,755000.0,PEN,Soles,2025-05-28T00:00:00-05:00
ocds-dgv273-seacev3-2025-1391-25,ocds-dgv273-seacev3-2025-1391-25-2026-03-15T10:15:20.639191-05:00,1112024-20605973079,2435482.15,PEN,Soles,2025-05-09T00:00:00-05:00
ocds-dgv273-seacev3-1105114,ocds-dgv273-seacev3-1105114-2026-03-15T10:15:08.753819-05:00,1105114-1667095,538248.15,PEN,Soles,2025-04-15T00:00:00-05:00
ocds-dgv273-seacev3-1107931,ocds-dgv273-seacev3-1107931-2026-03-15T10:15:08.663254-05:00,1107931-20550435668,390000.0,PEN,Soles,2025-05-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-53-60,ocds-dgv273-seacev3-2025-53-60-2026-03-15T10:14:57.436532-05:00,1112914-10456433044,148680.0,PEN,Soles,2025-04-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-1054-47,ocds-dgv273-seacev3-2025-1054-47-2026-03-15T10:14:57.395750-05:00,1110982-1680706,72500.0,PEN,Soles,2025-05-21T00:00:00-05:00
ocds-dgv273-seacev3-2025-37-247,ocds-dgv273-seacev3-2025-37-247-2026-03-15T10:14:57.374906-05:00,1113653-20498522662,265000.0,PEN,Soles,2025-08-18T00:00:00-05:00
ocds-dgv273-seacev3-1110404,ocds-dgv273-seacev3-1110404-2026-03-15T10:14:46.255976-05:00,1110404-20613193538,97020.0,PEN,Soles,2025-05-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-200302-8,ocds-dgv273-seacev3-2025-200302-8-2026-03-15T10:14:46.190604-05:00,1111672-1677721,88913.0,PEN,Soles,2025-05-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-1926-39,ocds-dgv273-seacev3-2025-1926-39-2026-03-15T10:14:34.444415-05:00,1109242-20422115081,75124.7,USD,Dólar Norteamericano,2025-06-02T00:00:00-05:00
ocds-dgv273-seacev3-2025-53-55,ocds-dgv273-seacev3-2025-53-55-2026-03-15T10:14:34.422099-05:00,1111201-20393670682,144474.84,PEN,Soles,2025-04-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-1389-12,ocds-dgv273-seacev3-2025-1389-12-2026-03-15T10:14:34.391671-05:00,1109659-20600549091,299970.0,PEN,Soles,2025-04-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-2543-87,ocds-dgv273-seacev3-2025-2543-87-2026-03-15T10:14:23.944509-05:00,1105332-20108629909,338040.0,PEN,Soles,2025-12-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-2543-87,ocds-dgv273-seacev3-2025-2543-87-2026-03-15T10:14:23.944509-05:00,1105332-20512116427,384000.0,PEN,Soles,2025-12-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-2543-87,ocds-dgv273-seacev3-2025-2543-87-2026-03-15T10:14:23.944509-05:00,1105332-20547243065,750600.0,PEN,Soles,2025-12-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-2543-87,ocds-dgv273-seacev3-2025-2543-87-2026-03-15T10:14:23.944509-05:00,1105332-20600047478,122400.0,PEN,Soles,2025-12-29T00:00:00-05:00
ocds-dgv273-seacev3-1122710,ocds-dgv273-seacev3-1122710-2026-03-15T10:14:23.922290-05:00,1122710-1694894,17046475.9,PEN,Soles,2025-06-17T00:00:00-05:00
ocds-dgv273-seacev3-2025-10373-1,ocds-dgv273-seacev3-2025-10373-1-2026-03-15T10:14:23.867556-05:00,1106980-1671677,2982050.0,PEN,Soles,2025-05-09T00:00:00-05:00
ocds-dgv273-seacev3-2025-10549-9,ocds-dgv273-seacev3-2025-10549-9-2026-03-15T10:14:23.834903-05:00,1111017-20468787360,298571.0,PEN,Soles,2025-05-15T00:00:00-05:00
ocds-dgv273-seacev3-2025-200418-8,ocds-dgv273-seacev3-2025-200418-8-2026-03-15T10:14:23.804439-05:00,1110110-20605994530,59880.0,PEN,Soles,2025-05-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-162-29,ocds-dgv273-seacev3-2025-162-29-2026-03-15T10:14:12.329371-05:00,1108246-1672431,4709504.91,PEN,Soles,2025-04-25T00:00:00-05:00
ocds-dgv273-seacev3-2025-1038-11,ocds-dgv273-seacev3-2025-1038-11-2026-03-15T10:14:12.298997-05:00,1107834-20601688779,165211.7,PEN,Soles,2025-04-21T00:00:00-05:00
ocds-dgv273-seacev3-1185606,ocds-dgv273-seacev3-1185606-2026-03-12T10:14:42.782311-05:00,1185606-20111864595,449746.98,PEN,Soles,2026-01-28T00:00:00-05:00
ocds-dgv273-seacev3-1109661,ocds-dgv273-seacev3-1109661-2026-03-12T10:14:41.656867-05:00,1109661-10428169722,49620.0,PEN,Soles,2025-04-15T00:00:00-05:00
ocds-dgv273-seacev3-2025-1399-1,ocds-dgv273-seacev3-2025-1399-1-2026-03-12T10:14:41.604998-05:00,1112314-10440823381,155300.0,PEN,Soles,2025-05-07T00:00:00-05:00
ocds-dgv273-seacev3-1141854,ocds-dgv273-seacev3-1141854-2026-03-12T10:14:19.190488-05:00,1141854-10168050912,33000.0,PEN,Soles,2025-08-15T00:00:00-05:00
ocds-dgv273-seacev3-2025-2000-225,ocds-dgv273-seacev3-2025-2000-225-2026-03-12T10:14:19.136660-05:00,1112648-20552504641,62753130.0,PEN,Soles,2025-12-05T00:00:00-05:00
ocds-dgv273-seacev3-1182409,ocds-dgv273-seacev3-1182409-2026-03-12T10:14:08.453114-05:00,1182409-20231843460,114000.0,PEN,Soles,2025-12-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-10008-1,ocds-dgv273-seacev3-2025-10008-1-2026-03-12T10:14:08.083852-05:00,1114701-20603710950,277050.0,PEN,Soles,2025-05-06T17:09:37-05:00
ocds-dgv273-seacev3-1193728,ocds-dgv273-seacev3-1193728-2026-03-11T10:13:32.078945-05:00,1193728-10455647288,49000.0,PEN,Soles,2026-03-06T00:00:00-05:00
ocds-dgv273-seacev3-2025-200068-1,ocds-dgv273-seacev3-2025-200068-1-2026-03-11T10:13:21.858480-05:00,1109819-1688653,9962961.49,PEN,Soles,2025-05-27T00:00:00-05:00
ocds-dgv273-seacev3-1153372,ocds-dgv273-seacev3-1153372-2026-03-11T10:13:14.015654-05:00,1153372-1723127,941659.52,PEN,Soles,2025-09-26T00:00:00-05:00
ocds-dgv273-seacev3-2025-10401-20,ocds-dgv273-seacev3-2025-10401-20-2026-03-11T10:13:12.569865-05:00,1108974-1684843,682338.39,PEN,Soles,2025-06-19T00:00:00-05:00
ocds-dgv273-seacev3-1193569,ocds-dgv273-seacev3-1193569-2026-03-11T10:13:05.239616-05:00,1193569-10760302762,28000.0,PEN,Soles,2026-03-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-10454-31,ocds-dgv273-seacev3-2025-10454-31-2026-03-11T10:13:01.620317-05:00,1112250-20487033058,269545.6,PEN,Soles,2025-05-27T00:00:00-05:00
ocds-dgv273-seacev3-2025-634-10,ocds-dgv273-seacev3-2025-634-10-2026-03-11T10:12:50.693110-05:00,1104169-1666741,4257439.29,PEN,Soles,2025-04-14T00:00:00-05:00
ocds-dgv273-seacev3-1112672,ocds-dgv273-seacev3-1112672-2026-03-11T10:12:50.658756-05:00,1112672-20528388869,4089198.0,PEN,Soles,2025-05-15T00:00:00-05:00
ocds-dgv273-seacev3-1115573,ocds-dgv273-seacev3-1115573-2026-03-11T10:12:50.643424-05:00,1115573-1673153,221335.94,PEN,Soles,2025-04-25T00:00:00-05:00
ocds-dgv273-seacev3-2025-1161-1,ocds-dgv273-seacev3-2025-1161-1-2026-03-11T10:12:40.047953-05:00,1108833-10402193609,482328.0,PEN,Soles,2025-04-28T00:00:00-05:00
ocds-dgv273-seacev3-2025-1161-1,ocds-dgv273-seacev3-2025-1161-1-2026-03-11T10:12:40.047953-05:00,1108833-20610959432,146971.44,PEN,Soles,2025-04-28T00:00:00-05:00
ocds-dgv273-seacev3-2025-1003005396-30,ocds-dgv273-seacev3-2025-1003005396-30-2026-03-11T10:12:40.033136-05:00,1113081-10447415491,120000.0,PEN,Soles,2025-05-06T00:00:00-05:00
ocds-dgv273-seacev3-2025-1288-6,ocds-dgv273-seacev3-2025-1288-6-2026-03-08T09:59:11.218619-05:00,1104728-1681997,4402062.04,PEN,Soles,2025-07-21T00:00:00-05:00
ocds-dgv273-seacev3-2025-634-13,ocds-dgv273-seacev3-2025-634-13-2026-03-08T09:59:02.043633-05:00,1110545-1677431,140000.0,PEN,Soles,2025-05-16T00:00:00-05:00
ocds-dgv273-seacev3-2025-1903-22,ocds-dgv273-seacev3-2025-1903-22-2026-03-08T09:59:01.961267-05:00,1109625-20489362024,87500.0,PEN,Soles,2025-05-09T00:00:00-05:00
ocds-dgv273-seacev3-1193628,ocds-dgv273-seacev3-1193628-2026-03-07T10:05:23.588037-05:00,1193628-10099716440,31500.0,PEN,Soles,2026-03-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-1952-4,ocds-dgv273-seacev3-2025-1952-4-2026-03-07T10:05:13.038650-05:00,1104423-20509023663,237888.0,PEN,Soles,2025-05-13T00:00:00-05:00
ocds-dgv273-seacev3-2025-10247-78,ocds-dgv273-seacev3-2025-10247-78-2026-03-07T10:05:13.024056-05:00,1112834-20604187916,64000.0,PEN,Soles,2025-05-13T00:00:00-05:00
ocds-dgv273-seacev3-2025-1317-4,ocds-dgv273-seacev3-2025-1317-4-2026-03-07T10:05:00.599360-05:00,1110855-20610213830,329655.2,PEN,Soles,2025-06-19T00:00:00-05:00
ocds-dgv273-seacev3-2025-170248-17,ocds-dgv273-seacev3-2025-170248-17-2026-03-07T10:04:51.594835-05:00,1111720-20523290194,182950.0,PEN,Soles,2025-06-23T00:00:00-05:00
ocds-dgv273-seacev3-2025-170248-17,ocds-dgv273-seacev3-2025-170248-17-2026-03-07T10:04:51.594835-05:00,1111720-20608415247,380100.0,PEN,Soles,2025-06-23T00:00:00-05:00
ocds-dgv273-seacev3-2025-170248-17,ocds-dgv273-seacev3-2025-170248-17-2026-03-07T10:04:51.594835-05:00,1111720-20609453584,252820.0,PEN,Soles,2025-06-23T00:00:00-05:00
ocds-dgv273-seacev3-1193642,ocds-dgv273-seacev3-1193642-2026-03-07T10:04:44.458714-05:00,1193642-10254416466,49000.0,PEN,Soles,2026-03-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-43-17,ocds-dgv273-seacev3-2025-43-17-2026-03-07T10:04:39.781095-05:00,1108951-1674534,246367.01,PEN,Soles,2025-05-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-200266-28,ocds-dgv273-seacev3-2025-200266-28-2026-03-06T10:09:56.210570-05:00,1113229-20600674464,68064.0,PEN,Soles,2025-05-09T00:00:00-05:00
ocds-dgv273-seacev3-2025-200266-28,ocds-dgv273-seacev3-2025-200266-28-2026-03-06T10:09:56.210570-05:00,1113229-20608488597,91364.0,PEN,Soles,2025-07-21T00:00:00-05:00
ocds-dgv273-seacev3-2025-10477-1,ocds-dgv273-seacev3-2025-10477-1-2026-03-06T10:09:56.120871-05:00,1107376-20506774862,623598.3,PEN,Soles,2025-04-23T00:00:00-05:00
ocds-dgv273-seacev3-2025-41-88,ocds-dgv273-seacev3-2025-41-88-2026-03-05T10:11:20.009116-05:00,1112496-1716989,21061473.29,PEN,Soles,2026-01-26T00:00:00-05:00
ocds-dgv273-seacev3-2025-416-17,ocds-dgv273-seacev3-2025-416-17-2026-03-05T10:11:11.098346-05:00,1107067-20507852549,1363200.0,PEN,Soles,2025-05-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-1307-79,ocds-dgv273-seacev3-2025-1307-79-2026-03-05T10:11:11.033001-05:00,1106477-1680897,2632389.03,PEN,Soles,2025-05-26T00:00:00-05:00
ocds-dgv273-seacev3-2025-284-5,ocds-dgv273-seacev3-2025-284-5-2026-03-05T10:11:00.537563-05:00,1107790-20571235839,114497.49,PEN,Soles,2025-04-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-2409-90,ocds-dgv273-seacev3-2025-2409-90-2026-03-05T10:10:29.081511-05:00,1111286-20125182420,290000.0,PEN,Soles,2025-05-15T00:00:00-05:00
ocds-dgv273-seacev3-2025-10218-29,ocds-dgv273-seacev3-2025-10218-29-2026-03-05T10:10:29.041535-05:00,1111637-20601836417,3287444.88,PEN,Soles,2025-09-23T00:00:00-05:00
ocds-dgv273-seacev3-1104749,ocds-dgv273-seacev3-1104749-2026-03-04T10:08:41.721680-05:00,1104749-20495931472,27894148.37,PEN,Soles,2025-04-11T00:00:00-05:00
ocds-dgv273-seacev3-1121343,ocds-dgv273-seacev3-1121343-2026-03-04T10:08:20.769204-05:00,1121343-1693298,7787702.77,PEN,Soles,2025-06-10T00:00:00-05:00
ocds-dgv273-seacev3-2025-49-275,ocds-dgv273-seacev3-2025-49-275-2026-03-02T09:52:52.088727-05:00,1112020-20448459111,798750.0,PEN,Soles,2025-07-18T00:00:00-05:00
ocds-dgv273-seacev3-2025-49-275,ocds-dgv273-seacev3-2025-49-275-2026-03-02T09:52:52.088727-05:00,1112020-20600731531,980680.0,PEN,Soles,2025-07-18T00:00:00-05:00
ocds-dgv273-seacev3-2025-1025-25,ocds-dgv273-seacev3-2025-1025-25-2026-03-01T09:59:11.888933-05:00,1104801-20535069094,4247123.64,PEN,Soles,2025-06-03T00:00:00-05:00
ocds-dgv273-seacev3-1107293,ocds-dgv273-seacev3-1107293-2026-03-01T09:59:11.863032-05:00,1107293-1672429,3065580.73,PEN,Soles,2025-05-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-1490-7,ocds-dgv273-seacev3-2025-1490-7-2026-03-01T09:59:02.093279-05:00,1107716-20515575147,88000.0,PEN,Soles,2025-04-28T00:00:00-05:00
ocds-dgv273-seacev3-2025-200191-15,ocds-dgv273-seacev3-2025-200191-15-2026-03-01T09:58:53.043312-05:00,1107582-20509815501,8643799.8,PEN,Soles,2025-06-11T00:00:00-05:00
ocds-dgv273-seacev3-2025-1250-7,ocds-dgv273-seacev3-2025-1250-7-2026-02-28T10:11:16.753301-05:00,1110332-1674132,2326202.83,PEN,Soles,2025-04-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-1000-4,ocds-dgv273-seacev3-2025-1000-4-2026-02-28T10:11:16.708058-05:00,1110033-1686913,630000.0,PEN,Soles,2025-05-27T00:00:00-05:00
ocds-dgv273-seacev3-2025-38-18,ocds-dgv273-seacev3-2025-38-18-2026-02-28T10:11:16.672036-05:00,1108357-1685444,1038046.59,PEN,Soles,2025-06-04T00:00:00-05:00
ocds-dgv273-seacev3-2025-200039-30,ocds-dgv273-seacev3-2025-200039-30-2026-02-28T10:11:16.651677-05:00,1105446-1669794,162000.0,PEN,Soles,2025-06-17T00:00:00-05:00
ocds-dgv273-seacev3-1105285,ocds-dgv273-seacev3-1105285-2026-02-28T10:11:06.194377-05:00,1105285-20600923111,47400000.0,PEN,Soles,2025-04-04T00:00:00-05:00
ocds-dgv273-seacev3-1131142,ocds-dgv273-seacev3-1131142-2026-02-28T10:10:55.099258-05:00,1131142-10062787738,33000.0,PEN,Soles,2025-07-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-189-22,ocds-dgv273-seacev3-2025-189-22-2026-02-28T10:10:55.015377-05:00,1107509-1671637,64738.8,PEN,Soles,2025-05-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-2543-1551,ocds-dgv273-seacev3-2025-2543-1551-2026-02-28T10:10:55.006451-05:00,1113314-20605278354,198806.4,PEN,Soles,2025-06-23T00:00:00-05:00
ocds-dgv273-seacev3-2025-30-34,ocds-dgv273-seacev3-2025-30-34-2026-02-28T10:10:54.962777-05:00,1108143-20258078048,130000.0,PEN,Soles,2025-05-09T00:00:00-05:00
ocds-dgv273-seacev3-1106221,ocds-dgv273-seacev3-1106221-2026-02-28T10:10:43.187902-05:00,1106221-10266046176,108000.0,PEN,Soles,2025-04-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-418-10,ocds-dgv273-seacev3-2025-418-10-2026-02-28T10:10:43.169928-05:00,1108280-1679196,203837.34,PEN,Soles,2025-05-13T00:00:00-05:00
ocds-dgv273-seacev3-2025-200190-22,ocds-dgv273-seacev3-2025-200190-22-2026-02-28T10:10:43.127720-05:00,1111368-20603618344,165604.24,PEN,Soles,2025-05-28T00:00:00-05:00
ocds-dgv273-seacev3-1116656,ocds-dgv273-seacev3-1116656-2026-02-28T10:10:31.454538-05:00,1116656-1681616,3918077.03,PEN,Soles,2025-05-14T00:00:00-05:00
ocds-dgv273-seacev3-1131165,ocds-dgv273-seacev3-1131165-2026-02-28T10:10:21.549382-05:00,1131165-10165256749,33000.0,PEN,Soles,2025-07-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-1621-42,ocds-dgv273-seacev3-2025-1621-42-2026-02-28T10:10:21.230664-05:00,1107651-20600225821,2278422.46,PEN,Soles,2025-05-30T00:00:00-05:00
ocds-dgv273-seacev3-1184342,ocds-dgv273-seacev3-1184342-2026-02-26T10:09:31.111996-05:00,1184342-20605199772,75900.0,PEN,Soles,2026-01-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-200068-13,ocds-dgv273-seacev3-2025-200068-13-2026-02-26T10:09:30.683281-05:00,1109806-1688277,8922571.7,PEN,Soles,2025-05-27T00:00:00-05:00
ocds-dgv273-seacev3-2025-200068-7,ocds-dgv273-seacev3-2025-200068-7-2026-02-26T10:09:30.646696-05:00,1109603-1688494,23620208.13,PEN,Soles,2025-05-27T00:00:00-05:00
ocds-dgv273-seacev3-1116100,ocds-dgv273-seacev3-1116100-2026-02-26T10:09:30.559940-05:00,1116100-20606811510,490200.0,PEN,Soles,2025-06-06T00:00:00-05:00
ocds-dgv273-seacev3-2025-1054-46,ocds-dgv273-seacev3-2025-1054-46-2026-02-26T10:09:18.522118-05:00,1110454-1681618,95000.0,PEN,Soles,2025-05-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-1343-23,ocds-dgv273-seacev3-2025-1343-23-2026-02-26T10:09:08.963317-05:00,1115423-20613147048,1227951.0,PEN,Soles,2025-05-15T14:29:17-05:00
