Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Adjudicaciones:ID de Adjudicación,Entrega compilada:Adjudicaciones:Valor:Monto,Entrega compilada:Adjudicaciones:Valor:Moneda,Entrega compilada:Adjudicaciones:Valor:Nombre de Moneda,Entrega compilada:Adjudicaciones:Fecha de adjudicación
ocds-dgv273-seacev3-2025-620-3,ocds-dgv273-seacev3-2025-620-3-2025-06-05T10:14:57.762301-05:00,1093955-20601042135,687018.3,PEN,Soles,2025-03-13T00:00:00-05:00
ocds-dgv273-seacev3-2025-33-7,ocds-dgv273-seacev3-2025-33-7-2025-06-05T10:14:57.517905-05:00,1088134-1653250,2317668.66,PEN,Soles,2025-04-02T00:00:00-05:00
ocds-dgv273-seacev3-2025-1320-17,ocds-dgv273-seacev3-2025-1320-17-2025-06-05T10:14:33.661697-05:00,1094083-20546075711,26108727.39,PEN,Soles,2025-04-10T00:00:00-05:00
ocds-dgv273-seacev3-1091962,ocds-dgv273-seacev3-1091962-2025-06-05T10:14:33.494563-05:00,1091962-1652927,2486987.72,PEN,Soles,2025-03-18T00:00:00-05:00
ocds-dgv273-seacev3-2025-200254-11,ocds-dgv273-seacev3-2025-200254-11-2025-06-04T10:15:09.018612-05:00,1093295-20601525951,842903.24,PEN,Soles,2025-04-16T00:00:00-05:00
ocds-dgv273-seacev3-2025-10432-12,ocds-dgv273-seacev3-2025-10432-12-2025-06-04T10:15:08.762056-05:00,1089371-1669257,897587.91,PEN,Soles,2025-04-24T00:00:00-05:00
ocds-dgv273-seacev3-2025-2009-22,ocds-dgv273-seacev3-2025-2009-22-2025-06-04T10:14:56.939897-05:00,1093924-10737038691,75000.0,PEN,Soles,2025-03-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-2009-22,ocds-dgv273-seacev3-2025-2009-22-2025-06-04T10:14:56.939897-05:00,1093924-20610795511,77000.0,PEN,Soles,2025-04-08T00:00:00-05:00
ocds-dgv273-seacev3-1091321,ocds-dgv273-seacev3-1091321-2025-06-04T10:14:56.867272-05:00,1091321-20600618025,62400.0,PEN,Soles,2025-03-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-224-49,ocds-dgv273-seacev3-2025-224-49-2025-06-04T10:14:45.817190-05:00,1088941-1664387,7098286.02,PEN,Soles,2025-04-10T00:00:00-05:00
ocds-dgv273-seacev3-2025-1068-28,ocds-dgv273-seacev3-2025-1068-28-2025-06-04T10:14:45.721877-05:00,1090898-20179299411,952000.0,PEN,Soles,2025-04-10T00:00:00-05:00
ocds-dgv273-seacev3-2025-1922-78,ocds-dgv273-seacev3-2025-1922-78-2025-06-04T10:14:44.232169-05:00,1089229-L0609015285,12100.0,USD,Dólar Norteamericano,2025-02-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-2525-59,ocds-dgv273-seacev3-2025-2525-59-2025-06-04T10:14:33.423527-05:00,1092993-1662706,844502.63,PEN,Soles,2025-04-16T00:00:00-05:00
ocds-dgv273-seacev3-2025-1326-7,ocds-dgv273-seacev3-2025-1326-7-2025-06-04T10:14:33.117031-05:00,1089199-20545176026,606709.24,PEN,Soles,2025-05-06T00:00:00-05:00
ocds-dgv273-seacev3-2025-2407-86,ocds-dgv273-seacev3-2025-2407-86-2025-06-04T10:14:21.192608-05:00,1090068-20602623051,453370.0,PEN,Soles,2025-03-13T00:00:00-05:00
ocds-dgv273-seacev3-2025-2407-86,ocds-dgv273-seacev3-2025-2407-86-2025-06-04T10:14:21.192608-05:00,1090068-20527080526,428750.0,PEN,Soles,2025-03-13T00:00:00-05:00
ocds-dgv273-seacev3-2025-10536-6,ocds-dgv273-seacev3-2025-10536-6-2025-06-04T10:14:21.178147-05:00,1090133-20544585097,81810.0,PEN,Soles,2025-02-24T00:00:00-05:00
ocds-dgv273-seacev3-1090842,ocds-dgv273-seacev3-1090842-2025-06-04T10:14:20.862531-05:00,1090842-20510070187,470000.0,PEN,Soles,2025-03-06T00:00:00-05:00
ocds-dgv273-seacev3-1088146,ocds-dgv273-seacev3-1088146-2025-06-04T10:14:20.478254-05:00,1088146-20487064280,875205.0,PEN,Soles,2025-02-17T00:00:00-05:00
ocds-dgv273-seacev3-1088146,ocds-dgv273-seacev3-1088146-2025-06-04T10:14:20.478254-05:00,1088146-20490669451,900075.0,PEN,Soles,2025-03-18T00:00:00-05:00
ocds-dgv273-seacev3-2025-10546-14,ocds-dgv273-seacev3-2025-10546-14-2025-06-02T09:53:50.264080-05:00,1092925-20528986928,5080000.0,PEN,Soles,2025-04-10T00:00:00-05:00
ocds-dgv273-seacev3-2025-1952-65,ocds-dgv273-seacev3-2025-1952-65-2025-06-01T10:03:06.522144-05:00,1095310-10734554460,15000.0,PEN,Soles,2025-03-10T00:00:00-05:00
ocds-dgv273-seacev3-2025-200030-27,ocds-dgv273-seacev3-2025-200030-27-2025-06-01T10:03:06.473421-05:00,1093605-1657768,333095.94,PEN,Soles,2025-04-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-10249-161,ocds-dgv273-seacev3-2025-10249-161-2025-06-01T10:03:06.456722-05:00,1093446-20492213552,133965.0,PEN,Soles,2025-03-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-853-5,ocds-dgv273-seacev3-2025-853-5-2025-06-01T10:02:58.857677-05:00,1093271-20489986311,195000.0,PEN,Soles,2025-03-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-200051-1,ocds-dgv273-seacev3-2025-200051-1-2025-06-01T10:02:58.508003-05:00,1093018-20502143973,91200.0,PEN,Soles,2025-04-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-200051-1,ocds-dgv273-seacev3-2025-200051-1-2025-06-01T10:02:58.508003-05:00,1093018-20606795867,304900.0,PEN,Soles,2025-04-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-200276-3,ocds-dgv273-seacev3-2025-200276-3-2025-06-01T10:02:58.449969-05:00,1088868-20552504641,4990000.0,PEN,Soles,2025-03-18T00:00:00-05:00
ocds-dgv273-seacev3-1119187,ocds-dgv273-seacev3-1119187-2025-06-01T10:02:49.163652-05:00,1119187-20455559503,185000.0,PEN,Soles,2025-05-20T00:00:00-05:00
ocds-dgv273-seacev3-2025-10137-1,ocds-dgv273-seacev3-2025-10137-1-2025-06-01T10:02:48.196872-05:00,1094035-20128232584,149820.0,PEN,Soles,2025-03-24T00:00:00-05:00
ocds-dgv273-seacev3-1093995,ocds-dgv273-seacev3-1093995-2025-06-01T10:02:47.921004-05:00,1093995-20601612918,135955.2,PEN,Soles,2025-03-13T00:00:00-05:00
ocds-dgv273-seacev3-1108049,ocds-dgv273-seacev3-1108049-2025-06-01T10:02:39.121039-05:00,1108049-10421291301,327511.11,PEN,Soles,2025-04-21T00:00:00-05:00
ocds-dgv273-seacev3-2025-2388-25,ocds-dgv273-seacev3-2025-2388-25-2025-06-01T10:02:38.514941-05:00,1090086-1662935,657449.84,PEN,Soles,2025-04-24T00:00:00-05:00
ocds-dgv273-seacev3-2025-1962-44,ocds-dgv273-seacev3-2025-1962-44-2025-06-01T10:02:38.171943-05:00,1093951-20332970411,31388.68,PEN,Soles,2025-03-17T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-9,ocds-dgv273-seacev3-2025-200013-9-2025-06-01T10:02:37.961156-05:00,1088852-20132091979,26530.82,PEN,Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-9,ocds-dgv273-seacev3-2025-200013-9-2025-06-01T10:02:37.961156-05:00,1088852-20160056062,23279.84,PEN,Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-9,ocds-dgv273-seacev3-2025-200013-9-2025-06-01T10:02:37.961156-05:00,1088852-20476532311,21369.800000000003,PEN,Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-9,ocds-dgv273-seacev3-2025-200013-9-2025-06-01T10:02:37.961156-05:00,1088852-20492150534,34608.0,PEN,Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-9,ocds-dgv273-seacev3-2025-200013-9-2025-06-01T10:02:37.961156-05:00,1088852-20501262260,3679.1299999999997,PEN,Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-9,ocds-dgv273-seacev3-2025-200013-9-2025-06-01T10:02:37.961156-05:00,1088852-20516809524,19155.0,PEN,Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-9,ocds-dgv273-seacev3-2025-200013-9-2025-06-01T10:02:37.961156-05:00,1088852-20523714903,10058.0,PEN,Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-9,ocds-dgv273-seacev3-2025-200013-9-2025-06-01T10:02:37.961156-05:00,1088852-20553853355,9950.0,PEN,Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-9,ocds-dgv273-seacev3-2025-200013-9-2025-06-01T10:02:37.961156-05:00,1088852-20562842145,2677.0,PEN,Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-9,ocds-dgv273-seacev3-2025-200013-9-2025-06-01T10:02:37.961156-05:00,1088852-20600879431,12389.0,PEN,Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-9,ocds-dgv273-seacev3-2025-200013-9-2025-06-01T10:02:37.961156-05:00,1088852-20604598835,401.20000000000005,PEN,Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-9,ocds-dgv273-seacev3-2025-200013-9-2025-06-01T10:02:37.961156-05:00,1088852-20607304107,28900.0,PEN,Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-9,ocds-dgv273-seacev3-2025-200013-9-2025-06-01T10:02:37.961156-05:00,1088852-20608435914,2820.0,PEN,Nuevos Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-231729-9,ocds-dgv273-seacev3-2025-231729-9-2025-05-31T10:10:22.067730-05:00,1114225-10476353322,60000.0,PEN,Soles,2025-05-19T00:00:00-05:00
ocds-dgv273-seacev3-2025-42040-4,ocds-dgv273-seacev3-2025-42040-4-2025-05-31T10:10:17.604047-05:00,1093008-1652659,314571.01,PEN,Soles,2025-03-17T00:00:00-05:00
ocds-dgv273-seacev3-2025-1621-5,ocds-dgv273-seacev3-2025-1621-5-2025-05-31T10:10:17.325773-05:00,1087466-1668705,1073711.58,PEN,Soles,2025-04-25T00:00:00-05:00
ocds-dgv273-seacev3-1093267,ocds-dgv273-seacev3-1093267-2025-05-31T10:10:17.055909-05:00,1093267-20452857236,52360.0,PEN,Soles,2025-03-06T14:01:32-05:00
ocds-dgv273-seacev3-2025-224-83,ocds-dgv273-seacev3-2025-224-83-2025-05-31T10:10:16.469062-05:00,1092290-1656730,4009323.88,PEN,Soles,2025-03-28T00:00:00-05:00
ocds-dgv273-seacev3-2025-10479-1,ocds-dgv273-seacev3-2025-10479-1-2025-05-31T10:10:05.833075-05:00,1091375-1649348,234286.0,PEN,Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-566-1,ocds-dgv273-seacev3-2025-566-1-2025-05-31T10:10:05.680846-05:00,1090981-20544585097,44287.0,PEN,Soles,2025-03-11T00:00:00-05:00
ocds-dgv273-seacev3-2025-88-24,ocds-dgv273-seacev3-2025-88-24-2025-05-31T10:10:05.621615-05:00,1093646-1653608,183495.4,PEN,Soles,2025-03-18T00:00:00-05:00
ocds-dgv273-seacev3-2025-88-24,ocds-dgv273-seacev3-2025-88-24-2025-05-31T10:10:05.621615-05:00,1093646-20613443526,103440.4,PEN,Soles,2025-03-18T00:00:00-05:00
ocds-dgv273-seacev3-2025-224-17,ocds-dgv273-seacev3-2025-224-17-2025-05-31T10:10:05.355666-05:00,1087353-20408036373,1688564.25,PEN,Soles,2025-03-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-231729-16,ocds-dgv273-seacev3-2025-231729-16-2025-05-31T10:09:58.297352-05:00,1116338-10710585895,60000.0,PEN,Soles,2025-05-29T00:00:00-05:00
ocds-dgv273-seacev3-1094849,ocds-dgv273-seacev3-1094849-2025-05-31T10:09:55.481269-05:00,1094849-20100131359,793927.2,PEN,Soles,2025-04-01T00:00:00-05:00
ocds-dgv273-seacev3-2025-1947-605,ocds-dgv273-seacev3-2025-1947-605-2025-05-31T10:09:54.947449-05:00,1092184-20566275296,82600.0,PEN,Soles,2025-04-08T00:00:00-05:00
ocds-dgv273-seacev3-2025-298-6,ocds-dgv273-seacev3-2025-298-6-2025-05-31T10:09:54.858914-05:00,1092676-20530880746,159646.91999999998,PEN,Soles,2025-03-10T00:00:00-05:00
ocds-dgv273-seacev3-2025-231729-12,ocds-dgv273-seacev3-2025-231729-12-2025-05-31T10:09:42.870765-05:00,1114891-10076060717,93000.0,PEN,Soles,2025-05-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-1216-6,ocds-dgv273-seacev3-2025-1216-6-2025-05-31T10:09:42.283702-05:00,1089445-1648490,110008.0,PEN,Soles,2025-02-28T00:00:00-05:00
ocds-dgv273-seacev3-2025-10479-6,ocds-dgv273-seacev3-2025-10479-6-2025-05-31T10:09:30.644221-05:00,1091369-20486385899,200888.0,PEN,Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-1093195,ocds-dgv273-seacev3-1093195-2025-05-30T10:15:32.580103-05:00,1093195-10424376341,510000.0,PEN,Soles,2025-03-11T00:00:00-05:00
ocds-dgv273-seacev3-2025-200270-3,ocds-dgv273-seacev3-2025-200270-3-2025-05-30T10:15:10.833603-05:00,1092626-20609660750,425000.0,PEN,Soles,2025-03-11T00:00:00-05:00
ocds-dgv273-seacev3-2025-200270-3,ocds-dgv273-seacev3-2025-200270-3-2025-05-30T10:15:10.833603-05:00,1092626-20600111150,457359.0,PEN,Soles,2025-04-08T00:00:00-05:00
ocds-dgv273-seacev3-2025-2366-16,ocds-dgv273-seacev3-2025-2366-16-2025-05-30T10:15:10.685628-05:00,1089554-20514746355,89700.0,PEN,Soles,2025-03-18T00:00:00-05:00
ocds-dgv273-seacev3-2025-1320-14,ocds-dgv273-seacev3-2025-1320-14-2025-05-30T10:15:10.543311-05:00,1092451-20517099857,1249829.76,PEN,Soles,2025-04-21T00:00:00-05:00
ocds-dgv273-seacev3-2025-1912-34,ocds-dgv273-seacev3-2025-1912-34-2025-05-30T10:15:10.151793-05:00,1090651-10011468387,58980.0,PEN,Soles,2025-03-13T00:00:00-05:00
ocds-dgv273-seacev3-2025-80751-2,ocds-dgv273-seacev3-2025-80751-2-2025-05-30T10:14:57.400281-05:00,1093448-1652222,269000.0,PEN,Soles,2025-03-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-1320-13,ocds-dgv273-seacev3-2025-1320-13-2025-05-30T10:14:46.676688-05:00,1092408-20517099857,267518.46,PEN,Soles,2025-04-21T00:00:00-05:00
ocds-dgv273-seacev3-1115244,ocds-dgv273-seacev3-1115244-2025-05-29T14:50:22.775904-05:00,1115244-20100210909,3878082.42,PEN,Soles,2025-05-08T00:00:00-05:00
ocds-dgv273-seacev3-2025-1343-35,ocds-dgv273-seacev3-2025-1343-35-2025-05-29T14:50:17.664977-05:00,1092296-20601505828,178966.3,PEN,Soles,2025-04-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-1313-1,ocds-dgv273-seacev3-2025-1313-1-2025-05-29T14:50:17.426780-05:00,1092239-20600989040,891625.83,PEN,Soles,2025-04-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-1913-18,ocds-dgv273-seacev3-2025-1913-18-2025-05-29T14:50:17.191268-05:00,1090887-20601080762,174050.0,PEN,Soles,2025-03-26T00:00:00-05:00
ocds-dgv273-seacev3-2025-369-11,ocds-dgv273-seacev3-2025-369-11-2025-05-29T14:50:03.744257-05:00,1091924-20606568364,76900.0,PEN,Soles,2025-03-04T00:00:00-05:00
ocds-dgv273-seacev3-2025-369-11,ocds-dgv273-seacev3-2025-369-11-2025-05-29T14:50:03.744257-05:00,1091924-10717326798,77000.0,PEN,Soles,2025-04-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-369-11,ocds-dgv273-seacev3-2025-369-11-2025-05-29T14:50:03.744257-05:00,1091924-10238541676,81000.0,PEN,Soles,2025-04-28T00:00:00-05:00
ocds-dgv273-seacev3-2025-1319-9,ocds-dgv273-seacev3-2025-1319-9-2025-05-29T14:49:54.627293-05:00,1089368-20515350579,453600.0,PEN,Soles,2025-02-25T00:00:00-05:00
ocds-dgv273-seacev3-1089668,ocds-dgv273-seacev3-1089668-2025-05-29T14:49:54.160759-05:00,1089668-20564076261,135000.0,PEN,Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-1343-34,ocds-dgv273-seacev3-2025-1343-34-2025-05-29T14:49:30.334889-05:00,1092305-20601505828,442509.45,PEN,Soles,2025-04-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-45-26,ocds-dgv273-seacev3-2025-45-26-2025-05-29T14:49:30.319222-05:00,1091392-20605122397,125230.0,PEN,Soles,2025-02-27T00:00:00-05:00
ocds-dgv273-seacev3-2025-520-4,ocds-dgv273-seacev3-2025-520-4-2025-05-29T14:49:29.908596-05:00,1093696-10283166266,75000.0,PEN,Soles,2025-03-10T00:00:00-05:00
ocds-dgv273-seacev3-2025-2364-34,ocds-dgv273-seacev3-2025-2364-34-2025-05-28T10:16:02.806888-05:00,1093097-20527344019,791637.5,PEN,Soles,2025-03-11T00:00:00-05:00
ocds-dgv273-seacev3-2025-2364-34,ocds-dgv273-seacev3-2025-2364-34-2025-05-28T10:16:02.806888-05:00,1093097-20114701221,788006.25,PEN,Soles,2025-03-11T00:00:00-05:00
ocds-dgv273-seacev3-2025-1931-1,ocds-dgv273-seacev3-2025-1931-1-2025-05-28T10:16:02.788929-05:00,1092959-20559757447,4617736.18,PEN,Soles,2025-04-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-200363-82,ocds-dgv273-seacev3-2025-200363-82-2025-05-28T10:16:02.751441-05:00,1092151-20551326587,3242709.3,PEN,Soles,2025-04-15T00:00:00-05:00
ocds-dgv273-seacev3-2025-1713-6,ocds-dgv273-seacev3-2025-1713-6-2025-05-28T10:16:02.728573-05:00,1091322-20604193053,238752.0,PEN,Soles,2025-04-08T00:00:00-05:00
ocds-dgv273-seacev3-2025-10489-1,ocds-dgv273-seacev3-2025-10489-1-2025-05-28T10:15:56.488853-05:00,1093017-20608287958,291510.6,PEN,Soles,2025-03-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-224-64,ocds-dgv273-seacev3-2025-224-64-2025-05-28T10:15:55.882138-05:00,1092406-20534189533,290687.1,PEN,Soles,2025-03-25T00:00:00-05:00
ocds-dgv273-seacev3-2025-150270-20,ocds-dgv273-seacev3-2025-150270-20-2025-05-28T10:15:41.493594-05:00,1092094-20609817250,87000.0,PEN,Soles,2025-03-04T00:00:00-05:00
ocds-dgv273-seacev3-2025-150270-20,ocds-dgv273-seacev3-2025-150270-20-2025-05-28T10:15:41.493594-05:00,1092094-20612337170,88990.0,PEN,Soles,2025-03-25T00:00:00-05:00
ocds-dgv273-seacev3-2025-150270-20,ocds-dgv273-seacev3-2025-150270-20-2025-05-28T10:15:41.493594-05:00,1092094-20610667504,89999.0,PEN,Soles,2025-04-24T00:00:00-05:00
ocds-dgv273-seacev3-2025-1050-17,ocds-dgv273-seacev3-2025-1050-17-2025-05-28T10:15:32.567577-05:00,1091766-1649394,490705.93,PEN,Soles,2025-03-13T00:00:00-05:00
ocds-dgv273-seacev3-2025-224-56,ocds-dgv273-seacev3-2025-224-56-2025-05-28T10:15:32.458558-05:00,1093519-1660416,5704637.87,PEN,Soles,2025-04-04T00:00:00-05:00
ocds-dgv273-seacev3-2025-211-17,ocds-dgv273-seacev3-2025-211-17-2025-05-28T10:15:31.937776-05:00,1088638-1648598,105000.0,PEN,Soles,2025-03-11T00:00:00-05:00
ocds-dgv273-seacev3-2025-2382-6,ocds-dgv273-seacev3-2025-2382-6-2025-05-28T10:15:31.922058-05:00,1087929-20100210909,591861.42,USD,Dólar Norteamericano,2025-03-28T00:00:00-05:00
ocds-dgv273-seacev3-2025-10418-9,ocds-dgv273-seacev3-2025-10418-9-2025-05-28T10:15:18.375978-05:00,1090874-1656396,548000.0,PEN,Soles,2025-03-27T00:00:00-05:00
ocds-dgv273-seacev3-2025-1328-20,ocds-dgv273-seacev3-2025-1328-20-2025-05-28T10:15:18.357471-05:00,1087846-20603251165,2912361.0,PEN,Soles,2025-05-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-776-7,ocds-dgv273-seacev3-2025-776-7-2025-05-28T10:15:18.288517-05:00,1091864-20600734904,178000.0,PEN,Soles,2025-03-19T00:00:00-05:00
ocds-dgv273-seacev3-2025-1320-11,ocds-dgv273-seacev3-2025-1320-11-2025-05-28T10:15:17.909860-05:00,1092301-20541616382,1157458.63,PEN,Soles,2025-04-10T00:00:00-05:00
ocds-dgv273-seacev3-2025-200266-3,ocds-dgv273-seacev3-2025-200266-3-2025-05-28T10:15:07.443741-05:00,1094114-20601649579,100024.8,PEN,Soles,2025-03-20T00:00:00-05:00
ocds-dgv273-seacev3-2025-1336-73,ocds-dgv273-seacev3-2025-1336-73-2025-05-28T10:15:06.681612-05:00,1092109-10406675233,268972.65,PEN,Soles,2025-04-22T00:00:00-05:00
ocds-dgv273-seacev3-2025-200191-1,ocds-dgv273-seacev3-2025-200191-1-2025-05-28T10:15:06.487527-05:00,1091610-20543489671,3294195.92,PEN,Soles,2025-04-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-2543-464,ocds-dgv273-seacev3-2025-2543-464-2025-05-25T10:05:40.549207-05:00,1094059-20449344261,265125.0,PEN,Soles,2025-03-21T00:00:00-05:00
ocds-dgv273-seacev3-2025-699-1,ocds-dgv273-seacev3-2025-699-1-2025-05-25T10:05:40.532964-05:00,1092320-1659998,531891.13,PEN,Soles,2025-04-01T00:00:00-05:00
ocds-dgv273-seacev3-2025-10555-5,ocds-dgv273-seacev3-2025-10555-5-2025-05-25T10:05:40.486138-05:00,1089863-10710630637,470483.12,PEN,Soles,2025-02-24T00:00:00-05:00
ocds-dgv273-seacev3-2025-755-11,ocds-dgv273-seacev3-2025-755-11-2025-05-25T10:05:31.711836-05:00,1092091-1656439,385000.0,PEN,Soles,2025-04-04T00:00:00-05:00
ocds-dgv273-seacev3-1098195,ocds-dgv273-seacev3-1098195-2025-05-25T10:05:31.209116-05:00,1098195-1658372,1803124.0,PEN,Soles,2025-04-23T00:00:00-05:00
ocds-dgv273-seacev3-2025-1155-10,ocds-dgv273-seacev3-2025-1155-10-2025-05-25T10:05:30.974994-05:00,1089272-20359435364,551988.0,PEN,Soles,2025-03-21T00:00:00-05:00
ocds-dgv273-seacev3-1114812,ocds-dgv273-seacev3-1114812-2025-05-25T10:05:22.409374-05:00,1114812-1673012,308625.12,PEN,Soles,2025-04-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-753-15,ocds-dgv273-seacev3-2025-753-15-2025-05-25T10:05:21.102552-05:00,1093859-20600421957,147033.0,PEN,Soles,2025-03-11T00:00:00-05:00
ocds-dgv273-seacev3-2025-102627-14,ocds-dgv273-seacev3-2025-102627-14-2025-05-25T10:05:20.729848-05:00,1089160-20511020701,139597.37,PEN,Soles,2025-02-26T00:00:00-05:00
ocds-dgv273-seacev3-2025-151-21,ocds-dgv273-seacev3-2025-151-21-2025-05-25T10:05:10.961806-05:00,1090969-20602024734,145350.0,PEN,Soles,2025-03-18T00:00:00-05:00
ocds-dgv273-seacev3-1094253,ocds-dgv273-seacev3-1094253-2025-05-25T10:05:10.926769-05:00,1094253-20464408623,245000.0,PEN,Soles,2025-03-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-714-5,ocds-dgv273-seacev3-2025-714-5-2025-05-25T10:05:10.875803-05:00,1090984-10266809854,60000.0,PEN,Soles,2025-02-28T00:00:00-05:00
ocds-dgv273-seacev3-2025-2543-1307,ocds-dgv273-seacev3-2025-2543-1307-2025-05-25T10:05:10.859032-05:00,1089034-1656179,16913543.0,PEN,Soles,2025-03-24T00:00:00-05:00
ocds-dgv273-seacev3-2025-126-2,ocds-dgv273-seacev3-2025-126-2-2025-05-25T10:05:10.694933-05:00,1087568-1669073,550891.23,PEN,Soles,2025-04-21T00:00:00-05:00
ocds-dgv273-seacev3-2025-53-21,ocds-dgv273-seacev3-2025-53-21-2025-05-25T10:05:10.645131-05:00,1092767-1668570,375745.0,PEN,Soles,2025-04-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-10218-35,ocds-dgv273-seacev3-2025-10218-35-2025-05-25T10:05:10.519920-05:00,1091363-20538597121,815074.2000000001,PEN,Soles,2025-04-25T00:00:00-05:00
ocds-dgv273-seacev3-1104698,ocds-dgv273-seacev3-1104698-2025-05-24T10:11:27.892132-05:00,1104698-20609994445,168986.4,PEN,Soles,2025-05-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-1320-16,ocds-dgv273-seacev3-2025-1320-16-2025-05-24T10:11:20.360855-05:00,1092746-20173136499,23890000.0,PEN,Soles,2025-03-28T00:00:00-05:00
ocds-dgv273-seacev3-1105458,ocds-dgv273-seacev3-1105458-2025-05-24T10:11:02.227249-05:00,1105458-20601567335,116338.0,PEN,Soles,2025-04-23T00:00:00-05:00
ocds-dgv273-seacev3-2025-200395-4,ocds-dgv273-seacev3-2025-200395-4-2025-05-24T10:10:57.588757-05:00,1091397-20450131891,253500.0,PEN,Soles,2025-02-27T00:00:00-05:00
ocds-dgv273-seacev3-2025-42031-10,ocds-dgv273-seacev3-2025-42031-10-2025-05-24T10:10:56.924515-05:00,1092040-20535783650,1874684.4,PEN,Soles,2025-04-11T00:00:00-05:00
ocds-dgv273-seacev3-2025-45-265,ocds-dgv273-seacev3-2025-45-265-2025-05-24T10:10:56.877190-05:00,1093606-1651615,199800.0,PEN,Soles,2025-03-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-45-265,ocds-dgv273-seacev3-2025-45-265-2025-05-24T10:10:56.877190-05:00,1093606-20605994530,200228.4,PEN,Soles,2025-04-23T00:00:00-05:00
ocds-dgv273-seacev3-2025-371-11,ocds-dgv273-seacev3-2025-371-11-2025-05-24T10:10:56.714684-05:00,1087941-20609300583,149814.0,PEN,Soles,2025-02-26T00:00:00-05:00
ocds-dgv273-seacev3-2025-371-11,ocds-dgv273-seacev3-2025-371-11-2025-05-24T10:10:56.714684-05:00,1087941-20450534588,168264.0,PEN,Soles,2025-05-09T00:00:00-05:00
ocds-dgv273-seacev3-2025-1050-21,ocds-dgv273-seacev3-2025-1050-21-2025-05-24T10:10:56.481172-05:00,1091758-1649764,998265.94,PEN,Soles,2025-03-13T00:00:00-05:00
ocds-dgv273-seacev3-2025-35-127,ocds-dgv273-seacev3-2025-35-127-2025-05-24T10:10:32.314099-05:00,1092441-1656261,196800.0,PEN,Soles,2025-04-23T00:00:00-05:00
ocds-dgv273-seacev3-1096163,ocds-dgv273-seacev3-1096163-2025-05-23T10:10:40.394879-05:00,1096163-1654268,414884.0,PEN,Soles,2025-03-24T00:00:00-05:00
ocds-dgv273-seacev3-2025-1713-9,ocds-dgv273-seacev3-2025-1713-9-2025-05-23T10:10:40.116724-05:00,1091265-20601844975,163700.0,PEN,Soles,2025-03-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-1582-2,ocds-dgv273-seacev3-2025-1582-2-2025-05-23T10:10:40.003582-05:00,1087799-20544585097,78000.0,PEN,Soles,2025-02-20T00:00:00-05:00
ocds-dgv273-seacev3-2025-1582-2,ocds-dgv273-seacev3-2025-1582-2-2025-05-23T10:10:40.003582-05:00,1087799-20486024446,78250.0,PEN,Soles,2025-05-16T00:00:00-05:00
