Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Adjudicaciones:ID de Adjudicación,Entrega compilada:Adjudicaciones:Valor:Monto,Entrega compilada:Adjudicaciones:Valor:Moneda,Entrega compilada:Adjudicaciones:Valor:Nombre de Moneda,Entrega compilada:Adjudicaciones:Fecha de adjudicación
ocds-dgv273-seacev3-2025-505-3,ocds-dgv273-seacev3-2025-505-3-2026-03-22T10:01:31.583517-05:00,1086932-20556665126,52914.1,PEN,Soles,2025-02-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-505-1,ocds-dgv273-seacev3-2025-505-1-2026-03-22T10:01:21.744902-05:00,1086987-20107034413,835995.4,PEN,Soles,2025-02-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-1288-2,ocds-dgv273-seacev3-2025-1288-2-2026-03-22T10:01:21.703662-05:00,1087335-20602007490,289709.39,PEN,Soles,2025-04-02T00:00:00-05:00
ocds-dgv273-seacev3-2025-200537-2,ocds-dgv273-seacev3-2025-200537-2-2026-03-22T10:01:11.619618-05:00,1087014-1738685,10316623.68,PEN,Soles,2025-11-04T00:00:00-05:00
ocds-dgv273-seacev3-1087122,ocds-dgv273-seacev3-1087122-2026-03-21T10:09:06.035275-05:00,1087122-20541546660,2586765.47,PEN,Soles,2025-02-10T00:00:00-05:00
ocds-dgv273-seacev3-1094812,ocds-dgv273-seacev3-1094812-2026-03-19T10:12:38.855226-05:00,1094812-1667469,42500000.0,PEN,Soles,2025-04-21T00:00:00-05:00
ocds-dgv273-seacev3-1094812,ocds-dgv273-seacev3-1094812-2026-03-19T10:12:38.855226-05:00,1094812-20407976453,3317742.0,PEN,Soles,2025-04-21T00:00:00-05:00
ocds-dgv273-seacev3-1094812,ocds-dgv273-seacev3-1094812-2026-03-19T10:12:38.855226-05:00,1094812-20477591702,12548949.51,PEN,Soles,2025-04-21T00:00:00-05:00
ocds-dgv273-seacev3-2025-537-3,ocds-dgv273-seacev3-2025-537-3-2026-03-19T10:12:17.986360-05:00,1087338-20602575803,374076.6,PEN,Soles,2025-02-13T00:00:00-05:00
ocds-dgv273-seacev3-1103780,ocds-dgv273-seacev3-1103780-2026-03-15T10:15:30.435032-05:00,1103780-1660355,581237.95,PEN,Soles,2025-03-31T00:00:00-05:00
ocds-dgv273-seacev3-2025-1333-2,ocds-dgv273-seacev3-2025-1333-2-2026-03-15T10:15:30.337910-05:00,1086168-1640489,1168686.79,PEN,Soles,2025-02-18T00:00:00-05:00
ocds-dgv273-seacev3-1086966,ocds-dgv273-seacev3-1086966-2026-03-15T10:15:08.434220-05:00,1086966-1640529,4111679.62,PEN,Soles,2025-02-03T00:00:00-05:00
ocds-dgv273-seacev3-1086423,ocds-dgv273-seacev3-1086423-2026-03-15T10:14:34.327648-05:00,1086423-20600236068,232808.3,PEN,Soles,2025-01-31T00:00:00-05:00
ocds-dgv273-seacev3-2025-1272-2,ocds-dgv273-seacev3-2025-1272-2-2026-03-12T10:14:07.991649-05:00,1086628-20611573961,208800.0,PEN,Soles,2025-02-10T00:00:00-05:00
ocds-dgv273-seacev3-1085755,ocds-dgv273-seacev3-1085755-2026-03-12T10:14:07.956622-05:00,1085755-20373811107,60750.6,PEN,Soles,2025-01-10T00:00:00-05:00
ocds-dgv273-seacev3-2025-1607-11,ocds-dgv273-seacev3-2025-1607-11-2026-03-12T10:14:07.937243-05:00,1087490-1646801,2402897.34,PEN,Soles,2025-02-27T00:00:00-05:00
ocds-dgv273-seacev3-2025-47-30,ocds-dgv273-seacev3-2025-47-30-2026-03-11T10:13:12.209855-05:00,1086748-1651592,6429700.36,PEN,Soles,2025-03-18T00:00:00-05:00
ocds-dgv273-seacev3-1109108,ocds-dgv273-seacev3-1109108-2026-03-08T09:59:01.999777-05:00,1109108-1667369,5394917.06,PEN,Soles,2025-04-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-1160-2,ocds-dgv273-seacev3-2025-1160-2-2026-03-06T10:10:16.196849-05:00,1087670-1646567,340000.0,PEN,Soles,2025-02-27T00:00:00-05:00
ocds-dgv273-seacev3-2025-30200-11,ocds-dgv273-seacev3-2025-30200-11-2026-03-05T10:11:19.900619-05:00,1086921-20601030463,418547.35,PEN,Soles,2025-02-24T00:00:00-05:00
ocds-dgv273-seacev3-1087283,ocds-dgv273-seacev3-1087283-2026-03-05T10:11:00.461110-05:00,1087283-20513583681,837723.3,USD,Dólar Norteamericano,2025-04-28T00:00:00-05:00
ocds-dgv273-seacev3-1087283,ocds-dgv273-seacev3-1087283-2026-03-05T10:11:00.461110-05:00,1087283-20503953839,1335777.7,USD,Dólar Norteamericano,2025-04-28T00:00:00-05:00
ocds-dgv273-seacev3-2025-1500-1,ocds-dgv273-seacev3-2025-1500-1-2026-03-05T10:11:00.446215-05:00,1086705-20600571916,168860.0,PEN,Soles,2025-02-04T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-1,ocds-dgv273-seacev3-2025-200013-1-2026-03-01T09:59:01.990776-05:00,1085953-1645374,4660480.0,PEN,Soles,2025-02-17T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-1,ocds-dgv273-seacev3-2025-200013-1-2026-03-01T09:59:01.990776-05:00,1085953-1645125,5139200.0,PEN,Soles,2025-02-17T00:00:00-05:00
ocds-dgv273-seacev3-2025-1922-32,ocds-dgv273-seacev3-2025-1922-32-2026-02-28T10:10:20.927483-05:00,1087980-L0609017821,55800.0,USD,Dólar Norteamericano,2025-02-04T00:00:00-05:00
ocds-dgv273-seacev3-1086366,ocds-dgv273-seacev3-1086366-2026-02-26T10:08:56.634344-05:00,1086366-10073911031,217000.0,USD,Dólar Norteamericano,2025-01-21T00:00:00-05:00
ocds-dgv273-seacev3-2025-1611-9,ocds-dgv273-seacev3-2025-1611-9-2026-02-25T10:08:59.802982-05:00,1105377-20356755589,9349037.39,PEN,Soles,2025-04-03T00:00:00-05:00
ocds-dgv273-seacev3-1086601,ocds-dgv273-seacev3-1086601-2026-02-25T10:08:47.812144-05:00,1086601-10200024325,96000.0,PEN,Soles,2025-01-28T00:00:00-05:00
ocds-dgv273-seacev3-2025-200537-10,ocds-dgv273-seacev3-2025-200537-10-2026-02-20T10:09:51.779812-05:00,1088046-1697760,409297.75,PEN,Soles,2025-06-26T00:00:00-05:00
ocds-dgv273-seacev3-2025-1763-1,ocds-dgv273-seacev3-2025-1763-1-2026-02-18T10:06:04.601464-05:00,1085619-99999999999,45387.0,PEN,Soles,2025-01-20T00:00:00-05:00
ocds-dgv273-seacev3-2025-1763-1,ocds-dgv273-seacev3-2025-1763-1-2026-02-18T10:06:04.601464-05:00,1085619-20600571916,45387.0,PEN,Soles,2025-01-20T00:00:00-05:00
ocds-dgv273-seacev3-2025-418-1,ocds-dgv273-seacev3-2025-418-1-2026-02-18T10:06:04.584292-05:00,1085640-1637891,1099762.36,PEN,Soles,2025-03-20T00:00:00-05:00
ocds-dgv273-seacev3-1093100,ocds-dgv273-seacev3-1093100-2026-02-15T09:57:16.325619-05:00,1093100-1649101,321404.04,PEN,Soles,2025-03-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-1759-4,ocds-dgv273-seacev3-2025-1759-4-2026-02-12T10:06:15.364551-05:00,1087543-20600571916,208462.5,PEN,Soles,2025-02-13T00:00:00-05:00
ocds-dgv273-seacev3-2025-1759-5,ocds-dgv273-seacev3-2025-1759-5-2026-02-12T10:06:03.634906-05:00,1087513-20600571916,192017.52,PEN,Soles,2025-02-13T00:00:00-05:00
ocds-dgv273-seacev3-1088549,ocds-dgv273-seacev3-1088549-2026-02-12T10:06:03.530050-05:00,1088549-1644239,339031.16,PEN,Soles,2025-02-13T00:00:00-05:00
ocds-dgv273-seacev3-1085144,ocds-dgv273-seacev3-1085144-2026-02-11T10:03:51.172048-05:00,1085144-1643657,5543386.88,PEN,Soles,2025-02-25T00:00:00-05:00
ocds-dgv273-seacev3-2025-200461-100,ocds-dgv273-seacev3-2025-200461-100-2026-02-08T10:00:17.848901-05:00,1087485-20535783650,91267.45,PEN,Soles,2025-02-13T00:00:00-05:00
ocds-dgv273-seacev3-2025-1490-1,ocds-dgv273-seacev3-2025-1490-1-2026-02-08T10:00:17.833422-05:00,1087414-20450131891,3059735.1,PEN,Soles,2025-02-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-1324-5,ocds-dgv273-seacev3-2025-1324-5-2026-02-08T10:00:09.536142-05:00,1086863-1642897,245178.0,PEN,Soles,2025-02-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-1490-2,ocds-dgv273-seacev3-2025-1490-2-2026-02-08T10:00:09.374177-05:00,1086768-20542287242,442422.0,PEN,Soles,2025-03-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-1490-2,ocds-dgv273-seacev3-2025-1490-2-2026-02-08T10:00:09.374177-05:00,1086768-20600571916,718574.0,PEN,Soles,2025-03-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-1859-1,ocds-dgv273-seacev3-2025-1859-1-2026-02-08T09:59:58.592608-05:00,1087243-20409473459,1675323.0,PEN,Soles,2025-02-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-1484-3,ocds-dgv273-seacev3-2025-1484-3-2026-02-07T09:59:39.485785-05:00,1087629-20541137654,394025.4,PEN,Soles,2025-02-24T00:00:00-05:00
ocds-dgv273-seacev3-2025-174340-6,ocds-dgv273-seacev3-2025-174340-6-2026-02-06T10:03:44.973743-05:00,1087494-20538812111,2467172.0,PEN,Soles,2025-03-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-144-1,ocds-dgv273-seacev3-2025-144-1-2026-02-06T10:03:44.958262-05:00,1086326-20481770182,359589.49,PEN,Soles,2025-02-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-1952-56,ocds-dgv273-seacev3-2025-1952-56-2026-02-04T10:04:20.882688-05:00,1094319-10428578801,30000.0,PEN,Soles,2025-03-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-143-1,ocds-dgv273-seacev3-2025-143-1-2026-02-04T10:03:48.618868-05:00,1086544-10272962311,1372971.0,PEN,Soles,2025-02-06T00:00:00-05:00
ocds-dgv273-seacev3-2025-1484-2,ocds-dgv273-seacev3-2025-1484-2-2026-02-01T09:55:53.226457-05:00,1087396-1643449,207900.0,PEN,Soles,2025-02-11T00:00:00-05:00
ocds-dgv273-seacev3-2025-47-19,ocds-dgv273-seacev3-2025-47-19-2026-02-01T09:55:53.110940-05:00,1086170-1639917,340659.27,PEN,Soles,2025-01-30T00:00:00-05:00
ocds-dgv273-seacev3-1087230,ocds-dgv273-seacev3-1087230-2026-01-31T09:59:23.875797-05:00,1087230-20600571916,323739.0,PEN,Soles,2025-02-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-47-28,ocds-dgv273-seacev3-2025-47-28-2026-01-31T09:59:13.191742-05:00,1086615-1641810,4327252.73,PEN,Soles,2025-02-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-6,ocds-dgv273-seacev3-2025-200013-6-2026-01-30T10:02:35.582081-05:00,1087624-20607882291,105760.0,PEN,Soles,2025-02-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-200395-1,ocds-dgv273-seacev3-2025-200395-1-2026-01-30T10:02:13.828461-05:00,1087314-20601597315,1877400.0,PEN,Soles,2025-03-04T00:00:00-05:00
ocds-dgv273-seacev3-1086619,ocds-dgv273-seacev3-1086619-2026-01-29T10:01:59.493735-05:00,1086619-10199438609,3449164.0,PEN,Nuevos Soles,2025-02-27T00:00:00-05:00
ocds-dgv273-seacev3-2025-1500-2,ocds-dgv273-seacev3-2025-1500-2-2026-01-28T10:02:27.782338-05:00,1086288-20610502980,149520.0,PEN,Soles,2025-01-28T00:00:00-05:00
ocds-dgv273-seacev3-1118602,ocds-dgv273-seacev3-1118602-2026-01-21T10:02:46.556947-05:00,1118602-10453978431,33750.0,PEN,Soles,2025-06-09T00:00:00-05:00
ocds-dgv273-seacev3-2025-200537-7,ocds-dgv273-seacev3-2025-200537-7-2026-01-18T09:55:10.141828-05:00,1088176-20408109605,172245.83,PEN,Soles,2025-02-18T00:00:00-05:00
ocds-dgv273-seacev3-2025-200013-2,ocds-dgv273-seacev3-2025-200013-2-2026-01-16T10:03:10.729186-05:00,1086568-10334170689,396000.0,PEN,Soles,2025-03-04T00:00:00-05:00
ocds-dgv273-seacev3-1087359,ocds-dgv273-seacev3-1087359-2026-01-14T10:07:14.291453-05:00,1087359-10087536667,199800.0,PEN,Soles,2025-02-03T00:00:00-05:00
ocds-dgv273-seacev3-1116521,ocds-dgv273-seacev3-1116521-2026-01-08T10:06:04.325224-05:00,1116521-1683541,20709469.78,PEN,Soles,2025-05-27T00:00:00-05:00
ocds-dgv273-seacev3-1088458,ocds-dgv273-seacev3-1088458-2026-01-02T10:09:15.668898-05:00,1088458-1644090,4094408.8,PEN,Soles,2025-02-13T00:00:00-05:00
ocds-dgv273-seacev3-2025-67-1,ocds-dgv273-seacev3-2025-67-1-2026-01-02T10:09:05.077891-05:00,1086310-20350218689,166400.0,PEN,Soles,2025-01-31T00:00:00-05:00
ocds-dgv273-seacev3-2025-821-1,ocds-dgv273-seacev3-2025-821-1-2026-01-02T10:08:54.393735-05:00,1087669-20602781250,111920.4,PEN,Soles,2025-02-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-1923-5,ocds-dgv273-seacev3-2025-1923-5-2026-01-02T10:08:54.312247-05:00,1086889-20535783650,1474115.04,PEN,Soles,2025-03-24T00:00:00-05:00
ocds-dgv273-seacev3-2025-211-5,ocds-dgv273-seacev3-2025-211-5-2026-01-02T10:08:54.276220-05:00,1086451-1641681,2561000.0,PEN,Soles,2025-02-06T00:00:00-05:00
ocds-dgv273-seacev3-2025-1621-11,ocds-dgv273-seacev3-2025-1621-11-2026-01-02T10:08:42.412375-05:00,1086458-1642073,95593.69,PEN,Soles,2025-02-06T00:00:00-05:00
ocds-dgv273-seacev3-2025-605-1,ocds-dgv273-seacev3-2025-605-1-2026-01-02T10:08:30.958340-05:00,1085930-1638666,116383.5,PEN,Soles,2025-02-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-1392-1,ocds-dgv273-seacev3-2025-1392-1-2026-01-02T10:08:20.216118-05:00,1087087-20610213830,64680.0,PEN,Soles,2025-02-20T23:12:23-05:00
ocds-dgv273-seacev3-2025-1039-16,ocds-dgv273-seacev3-2025-1039-16-2026-01-01T10:23:47.399910-05:00,1085875-20452669740,1098574.2,PEN,Soles,2025-01-27T14:27:01-05:00
ocds-dgv273-seacev3-2025-1338-2,ocds-dgv273-seacev3-2025-1338-2-2026-01-01T10:23:47.369617-05:00,1086524-20610307818,49884342.8,PEN,Soles,2025-02-05T21:45:26-05:00
ocds-dgv273-seacev3-2025-285-1,ocds-dgv273-seacev3-2025-285-1-2026-01-01T10:23:47.354028-05:00,1087022-20603169591,74061.12,PEN,Soles,2025-02-11T00:00:00-05:00
ocds-dgv273-seacev3-2025-1389-1,ocds-dgv273-seacev3-2025-1389-1-2026-01-01T10:23:21.535452-05:00,1086154-99999999999,245000.0,PEN,Soles,2025-01-27T21:24:29-05:00
ocds-dgv273-seacev3-2025-1389-1,ocds-dgv273-seacev3-2025-1389-1-2026-01-01T10:23:21.535452-05:00,1086154-20361889011,245000.0,PEN,Soles,2025-01-27T21:24:29-05:00
ocds-dgv273-seacev3-2025-10247-233,ocds-dgv273-seacev3-2025-10247-233-2026-01-01T10:22:46.210468-05:00,1087655-20501518914,287100.0,PEN,Soles,2025-02-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-200097-26,ocds-dgv273-seacev3-2025-200097-26-2025-12-31T10:19:31.499053-05:00,1087696-10092418958,619052.4,PEN,Soles,2025-03-28T00:00:00-05:00
ocds-dgv273-seacev3-2025-1342-23,ocds-dgv273-seacev3-2025-1342-23-2025-12-31T10:19:19.529047-05:00,1087602-20600907426,1872802.36,PEN,Soles,2025-02-21T00:00:00-05:00
ocds-dgv273-seacev3-2025-1517-2,ocds-dgv273-seacev3-2025-1517-2-2025-12-28T09:54:16.379284-05:00,1086696-1641970,2999170.16,PEN,Soles,2025-02-06T00:00:00-05:00
ocds-dgv273-seacev3-1115637,ocds-dgv273-seacev3-1115637-2025-12-26T10:01:58.849360-05:00,1115637-1677197,1835972.41,PEN,Soles,2025-05-15T00:00:00-05:00
ocds-dgv273-seacev3-2025-20002-16,ocds-dgv273-seacev3-2025-20002-16-2025-12-26T10:01:49.877533-05:00,1086380-20494399386,351300.0,PEN,Soles,2025-01-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-47-6,ocds-dgv273-seacev3-2025-47-6-2025-12-25T10:11:37.828511-05:00,1085909-1639091,731812.97,PEN,Soles,2025-02-03T00:00:00-05:00
